Tm,Year,#Bat,BatAge,G,PA,AB,R/G,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB,#P,PAge,RA/G,ERA,GF,CG,tSho,cSho,SV,IP,H_P,R,ER,HR_P,BB_P,IBB_P,SO_P,HBP_P,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,LOB_P,#Fld,RA/G_F,DefEff,GS,CG_F,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,BPF,PPF,#a-tA-S,1Run,Under500,SOS,W-L%
New York Mets,1980,40,27.4,162,37.83950617,33.81481481,3.77,8.685185185,1.345679012,0.25308642,0.37654321,3.419753086,0.975308642,0.611111111,3.092592593,5.185185185,0.257,0.319,0.345,0.664,88,11.66666667,0.777777778,0.154320988,0.450617284,0.327160494,0.388888889,6.944444444,17,26.5,4.33,3.85,0.895061728,0.104938272,9,6,0.203703704,8.957407407,9.092592593,4.333333333,3.833333333,0.864197531,3.148148148,0.475308642,5.469135802,0.12962963,0.080246914,0.234567901,38.2962963,92,3.88,1.366,9.1,0.9,3.2,5.5,1.74,7.086419753,40,4.33,0.692,9,6.925925926,80.62962963,38.20987654,26.87654321,10.38271605,0.950617284,0.814814815,0.975,-30,-3,97,98,9,0.433,0.370,0.1,0.414
New York Yankees,1980,39,30,162,39.06790123,34.27777778,5.06,9.160493827,1.475308642,0.209876543,1.166666667,4.765432099,0.530864198,0.222222222,3.969135802,4.561728395,0.267,0.343,0.425,0.768,112,14.55555556,0.839506173,0.172839506,0.314814815,0.333333333,0.358024691,7.271604938,13,31.4,4.09,3.58,0.820987654,0.179012346,15,12,0.308641975,9.037654321,8.845679012,4.086419753,3.598765432,0.62962963,2.858024691,0.160493827,5.216049383,0.135802469,0.018518519,0.277777778,37.91975309,110,3.5,1.295,8.8,0.6,2.8,5.2,1.83,6.716049383,39,4.09,0.699,9,6.654320988,81.35185185,39.40123457,27.11728395,11.43209877,0.851851852,0.987654321,0.978,-14,-1,98,97,17,0.6,0.531,-0.1,0.636
Oakland Athletics,1980,34,26.6,162,38.02469136,33.91975309,4.23,8.790123457,1.308641975,0.216049383,0.845679012,3.919753086,1.080246914,0.50617284,3.12345679,5.086419753,0.259,0.322,0.385,0.707,100,13.06790123,0.765432099,0.117283951,0.611111111,0.25308642,0.302469136,6.641975309,15,25.8,3.96,3.46,0.419753086,0.580246914,9,8,0.080246914,9.081481481,8.314814815,3.962962963,3.49382716,0.87654321,3.216049383,0.179012346,4.74691358,0.191358025,0.049382716,0.314814815,38.11728395,108,4.09,1.269,8.2,0.9,3.2,4.7,1.48,6.901234568,31,3.96,0.727,9,7.586419753,81.75925926,38.12345679,27.25308642,10.06790123,0.802469136,0.709876543,0.979,99,9,92,93,6,0.381,0.549,0,0.512
Philadelphia Phillies,1980,39,30.6,162,38.69753086,34.72222222,4.49,9.364197531,1.679012346,0.333333333,0.722222222,4.160493827,0.864197531,0.382716049,2.913580247,4.37037037,0.27,0.327,0.4,0.726,98,13.87654321,0.740740741,0.203703704,0.475308642,0.358024691,0.401234568,6.981481481,17,28.6,3.94,3.43,0.845679012,0.154320988,8,5,0.24691358,9.135802469,8.759259259,3.944444444,3.481481481,0.537037037,3.271604938,0.512345679,5.487654321,0.12345679,0.141975309,0.314814815,38.58641975,110,3.43,1.317,8.6,0.5,3.2,5.4,1.68,7.234567901,39,3.94,0.701,9,6.703703704,82.22222222,40.19753086,27.40740741,11.95061728,0.839506173,0.839506173,0.979,4,0,105,105,17,0.533,0.481,-0.1,0.562
Pittsburgh Pirates,1980,37,29.6,162,37.82716049,34.05555556,4.11,9.067901235,1.537037037,0.234567901,0.716049383,3.864197531,1.290123457,0.62962963,2.790123457,4.691358025,0.266,0.322,0.388,0.71,96,13.22222222,0.660493827,0.154320988,0.462962963,0.345679012,0.524691358,6.709876543,17,29.9,3.99,3.58,0.845679012,0.154320988,8,5,0.265432099,9.000617284,8.777777778,3.987654321,3.580246914,0.679012346,2.783950617,0.320987654,5.135802469,0.166666667,0.074074074,0.172839506,37.59876543,103,3.57,1.284,8.8,0.7,2.8,5.1,1.84,6.604938272,35,3.99,0.701,9,7.030864198,81.01851852,39.08024691,27.00617284,11.22839506,0.845679012,0.950617284,0.978,27,2,103,102,15,0.525,0.481,0,0.512
San Diego Padres,1980,36,28.1,163,38.37423313,33.98773006,3.63,8.650306748,1.196319018,0.263803681,0.411042945,3.349693252,1.466257669,0.447852761,3.45398773,4.852760736,0.255,0.324,0.342,0.665,91,11.60736196,0.693251534,0.128834356,0.564417178,0.233128834,0.429447853,7.601226994,15,28.7,4.01,3.65,0.883435583,0.116564417,9,4,0.239263804,8.994478528,9.042944785,4.012269939,3.650306748,0.595092025,3.288343558,0.693251534,4.466257669,0.073619632,0.085889571,0.239263804,38.12269939,94,3.74,1.371,9,0.6,3.3,4.5,1.36,7.122699387,36,4.01,0.699,9,6.552147239,80.96319018,40.14110429,26.98773006,12.34355828,0.809815951,0.963190184,0.98,5,0,94,95,9,0.438,0.331,0,0.451
Seattle Mariners,1980,34,28.6,163,37.6809816,33.67484663,3.74,8.337423313,1.294478528,0.214723926,0.63803681,3.460122699,0.711656442,0.380368098,2.963190184,4.460122699,0.248,0.308,0.356,0.664,81,11.97546012,0.834355828,0.116564417,0.650306748,0.26993865,0.26993865,6.717791411,13,26.5,4.87,4.38,0.809815951,0.190184049,7,3,0.159509202,8.939263804,9.601226994,4.865030675,4.349693252,0.975460123,3.312883436,0.576687117,4.312883436,0.165644172,0.042944785,0.190184049,38.83435583,94,4.37,1.444,9.7,1,3.3,4.3,1.3,7.147239264,33,4.87,0.693,9,6.754601227,80.46625767,39.57668712,26.82208589,11.8404908,0.914110429,1.159509202,0.977,-11,-1,101,102,6,0.449,0.466,0.1,0.364
San Francisco Giants,1980,38,28.3,161,37.55900621,33.34161491,3.56,8.136645963,1.236024845,0.273291925,0.49689441,3.347826087,0.621118012,0.360248447,3.161490683,5.217391304,0.244,0.308,0.342,0.651,84,11.40993789,0.757763975,0.086956522,0.621118012,0.335403727,0.378881988,6.931677019,17,27.6,3.94,3.46,0.832298137,0.167701863,10,6,0.217391304,8.994409938,8.98136646,3.937888199,3.453416149,0.571428571,3.055900621,0.48447205,5.037267081,0.186335404,0.130434783,0.192546584,38.36645963,103,3.54,1.338,9,0.6,3.1,5,1.65,7.440993789,38,3.94,0.694,9,7.130434783,80.96273292,39.31055901,26.98757764,11.33540373,0.98757764,0.770186335,0.975,-36,-3,97,98,10,0.5,0.335,0,0.466
St. Louis Cardinals,1980,42,27.2,162,38.2962963,34.61728395,4.56,9.512345679,1.851851852,0.302469136,0.62345679,4.24691358,0.722222222,0.333333333,2.783950617,4.820987654,0.275,0.328,0.4,0.728,100,13.83950617,0.87037037,0.12962963,0.450617284,0.302469136,0.456790123,6.851851852,21,27.8,4.38,3.93,0.790123457,0.209876543,9,8,0.166666667,8.932098765,8.975308642,4.382716049,3.901234568,0.555555556,3.055555556,0.469135802,4.098765432,0.12962963,0.104938272,0.240740741,37.7345679,95,3.71,1.347,9,0.6,3.1,4.1,1.34,6.555555556,41,4.38,0.703,9,6.845679012,80.38888889,39.64197531,26.7962963,12.09259259,0.75308642,1.074074074,0.981,24,2,104,103,13,0.375,0.370,0,0.457
Texas Rangers,1980,41,30,163,38.77300613,34.90797546,4.64,9.914110429,1.613496933,0.165644172,0.760736196,4.417177914,0.558282209,0.300613497,2.944785276,3.613496933,0.284,0.339,0.405,0.744,107,14.14110429,0.957055215,0.141104294,0.429447853,0.343558282,0.312883436,7.27607362,20,31,4.61,4.02,0.785276074,0.214723926,6,4,0.153374233,8.903067485,9.576687117,4.613496933,3.981595092,0.73006135,3.18404908,0.300613497,5.460122699,0.226993865,0.030674847,0.355828221,38.6809816,97,3.74,1.433,9.7,0.7,3.2,5.5,1.71,7.349693252,40,4.61,0.676,9,6.521472393,80.15337423,38.77300613,26.71779141,11.15337423,0.901840491,1.036809816,0.977,-88,-8,96,96,14,0.4,0.460,0,0.472
Toronto Blue Jays,1980,37,25.8,162,37.95679012,34.38888889,3.85,8.62962963,1.537037037,0.327160494,0.777777778,3.580246914,0.413580247,0.444444444,2.765432099,5.018518519,0.251,0.309,0.383,0.691,85,13.15432099,0.734567901,0.203703704,0.388888889,0.209876543,0.271604938,6.685185185,16,26,4.7,4.19,0.759259259,0.240740741,9,9,0.141975309,9.049382716,9.401234568,4.703703704,4.216049383,0.833333333,3.919753086,0.351851852,4.351851852,0.172839506,0.030864198,0.25308642,39.31481481,103,4.34,1.472,9.3,0.8,3.9,4.3,1.11,7.462962963,37,4.7,0.697,9,7.191358025,81.44444444,39.9382716,27.14814815,11.9691358,0.820987654,1.271604938,0.979,14,1,105,107,10,0.523,0.451,0.1,0.414
Atlanta Braves,1981,40,26.5,107,37.90654206,34.03738318,3.69,8.280373832,1.38317757,0.205607477,0.598130841,3.420560748,0.91588785,0.364485981,3,5.046728972,0.243,0.306,0.349,0.655,84,11.86915888,0.775700935,0.168224299,0.523364486,0.168224299,0.355140187,6.831775701,16,31.5,3.89,3.45,0.897196262,0.102803738,4,4,0.224299065,9.046728972,8.747663551,3.887850467,3.46728972,0.579439252,3.08411215,0.289719626,4.401869159,0.102803738,0.056074766,0.23364486,38.11214953,105,3.52,1.308,8.7,0.6,3.1,4.4,1.43,7.08411215,39,3.89,0.707,9,6.925233645,81.42056075,40.09345794,27.14018692,12,0.953271028,0.869158879,0.976,-3,0,103,103,15,0.643,0.290,0.1,0.472
Baltimore Orioles,1981,34,30.2,105,37.95238095,33.48571429,4.09,8.40952381,1.571428571,0.104761905,0.838095238,3.885714286,0.39047619,0.323809524,3.847619048,4.323809524,0.251,0.329,0.379,0.708,104,12.7047619,1.047619048,0.142857143,0.247619048,0.228571429,0.276190476,7.238095238,12,29.3,4.16,3.7,0.761904762,0.238095238,10,7,0.219047619,8.952380952,8.79047619,4.161904762,3.676190476,0.79047619,3.304761905,0.20952381,4.657142857,0.133333333,0.047619048,0.276190476,37.80952381,99,3.86,1.351,8.8,0.8,3.3,4.7,1.41,6.79047619,34,4.16,0.71,9,6.152380952,80.57142857,39.04761905,26.85714286,11.54285714,0.647619048,1.085714286,0.983,-4,-1,100,99,13,0.75,0.371,0.1,0.562
Boston Red Sox,1981,32,29.2,108,39.63888889,35.37037037,4.81,9.740740741,1.555555556,0.157407407,0.833333333,4.555555556,0.296296296,0.287037037,3.5,4.814814815,0.275,0.34,0.399,0.739,108,14.11111111,0.907407407,0.12037037,0.342592593,0.305555556,0.166666667,7.537037037,13,27.9,4.45,3.81,0.824074074,0.175925926,4,4,0.222222222,9.139814815,9.101851852,4.453703704,3.87037037,0.833333333,3.277777778,0.259259259,4.962962963,0.259259259,0.009259259,0.166666667,39.00925926,102,3.86,1.354,9,0.8,3.2,4.9,1.51,7.12962963,32,4.45,0.703,9,7.509259259,82.27777778,39.7962963,27.42592593,11.52777778,0.842592593,1,0.979,5,1,106,106,15,0.483,0.324,0,0.546
California Angels,1981,37,30.5,110,38.1,33.52727273,4.33,8.581818182,1.218181818,0.145454545,0.881818182,3.990909091,0.4,0.3,3.572727273,5.190909091,0.256,0.33,0.38,0.71,106,12.73636364,0.881818182,0.263636364,0.463636364,0.272727273,0.209090909,7.136363636,16,30,4.12,3.7,0.754545455,0.245454545,8,5,0.172727273,8.828181818,8.709090909,4.118181818,3.627272727,0.736363636,2.936363636,0.218181818,3.872727273,0.190909091,0.045454545,0.163636364,37.17272727,99,3.87,1.319,8.9,0.8,3,3.9,1.32,6.563636364,37,4.12,0.71,9,7.218181818,79.47272727,39.1,26.49090909,11.69090909,0.918181818,1.090909091,0.977,-2,0,99,99,13,0.435,0.309,-0.1,0.464
Chicago Cubs,1981,39,28.2,106,37.58490566,33.45283019,3.49,7.905660377,1.301886792,0.273584906,0.537735849,3.283018868,0.679245283,0.386792453,3.226415094,5.764150943,0.236,0.303,0.34,0.643,80,11.36792453,0.735849057,0.122641509,0.5,0.283018868,0.41509434,6.801886792,15,28.1,4.56,4.01,0.943396226,0.056603774,2,2,0.188679245,9.020754717,9.273584906,4.556603774,4.018867925,0.556603774,3.660377358,0.566037736,5.018867925,0.198113208,0.075471698,0.396226415,39.29245283,93,3.57,1.433,9.2,0.6,3.7,5,1.37,7.660377358,38,4.56,0.686,9,6.867924528,81.22641509,40.25471698,27.0754717,12.11320755,1.066037736,0.971698113,0.974,-66,-9,104,106,14,0.444,0.358,0.1,0.369
Chicago White Sox,1981,34,28.5,106,38.33962264,34.10377358,4.49,9.264150943,1.273584906,0.254716981,0.716981132,4.132075472,0.811320755,0.41509434,3.037735849,4.886792453,0.272,0.335,0.387,0.722,111,13.19811321,0.849056604,0.405660377,0.452830189,0.339622642,0.150943396,7.122641509,14,25.4,3.99,3.47,0.811320755,0.188679245,8,6,0.216981132,8.869811321,8.405660377,3.990566038,3.424528302,0.688679245,3.169811321,0.160377358,4.990566038,0.226415094,0.056603774,0.226415094,37.39622642,102,3.63,1.304,8.5,0.7,3.2,5.1,1.57,6.783018868,33,3.99,0.709,9,6.811320755,79.86792453,38.93396226,26.62264151,11.49056604,0.820754717,1.066037736,0.979,-4,0,97,97,11,0.483,0.368,0,0.509
Cincinnati Reds,1981,33,29.3,108,38.17592593,33.67592593,4.3,9,1.759259259,0.222222222,0.592592593,3.972222222,0.537037037,0.342592593,3.472222222,5.12037037,0.267,0.335,0.385,0.721,103,12.98148148,0.907407407,0.166666667,0.490740741,0.37037037,0.351851852,7.305555556,13,26.8,4.07,3.73,0.768518519,0.231481481,14,10,0.185185185,8.937037037,7.990740741,4.074074074,3.703703704,0.62037037,3.638888889,0.37037037,5.490740741,0.111111111,0.064814815,0.25,37.63888889,96,3.53,1.301,8,0.6,3.7,5.5,1.51,6.740740741,31,4.07,0.717,9,6.925925926,80.47222222,38.0462963,26.82407407,10.48148148,0.740740741,0.916666667,0.981,-2,0,102,102,9,0.697,0.417,0,0.611
Cleveland Indians,1981,33,28.8,103,38.36893204,34.04854369,4.18,8.951456311,1.45631068,0.203883495,0.378640777,3.854368932,1.155339806,0.359223301,3.330097087,3.67961165,0.263,0.327,0.351,0.678,97,11.95145631,0.883495146,0.126213592,0.446601942,0.417475728,0.300970874,7.203883495,12,28.3,4.29,3.88,0.67961165,0.32038835,10,9,0.126213592,9.038834951,9.601941748,4.291262136,3.893203883,0.650485437,3.019417476,0.145631068,5.524271845,0.097087379,0.019417476,0.291262136,38.86407767,95,3.35,1.396,9.6,0.6,3,5.5,1.83,7.45631068,33,4.29,0.679,9,6.815533981,81.34951456,39.18446602,27.11650485,11.22330097,0.844660194,0.883495146,0.978,-56,-8,99,100,10,0.458,0.398,0.1,0.505
Detroit Tigers,1981,34,27.1,109,37.69724771,33.02752294,3.92,8.458715596,1.357798165,0.266055046,0.596330275,3.697247706,0.559633028,0.339449541,3.706422018,4.587155963,0.256,0.331,0.368,0.699,99,12.13761468,0.899082569,0.165137615,0.458715596,0.339449541,0.302752294,7.247706422,14,26.2,3.71,3.53,0.697247706,0.302752294,13,6,0.201834862,8.890825688,7.706422018,3.706422018,3.486238532,0.76146789,3.422018349,0.376146789,4.366972477,0.247706422,0.04587156,0.220183486,36.97247706,107,3.97,1.251,7.8,0.8,3.5,4.4,1.28,6.587155963,34,3.71,0.74,9,6.834862385,80.03669725,38.88073394,26.67889908,11.58715596,0.614678899,1,0.984,62,9,103,103,7,0.545,0.358,0,0.55
Houston Astros,1981,37,28.9,110,37.78181818,33.57272727,3.58,8.618181818,1.454545455,0.318181818,0.409090909,3.354545455,0.736363636,0.390909091,3.090909091,4.436363636,0.257,0.318,0.356,0.673,96,11.93636364,0.627272727,0.072727273,0.718181818,0.318181818,0.445454545,7.227272727,12,31.1,3.01,2.66,0.790909091,0.209090909,19,13,0.227272727,9,7.654545455,3.009090909,2.663636364,0.363636364,2.727272727,0.218181818,5.545454545,0.1,0.036363636,0.327272727,36.67272727,124,2.84,1.154,7.7,0.4,2.7,5.5,2.03,6.663636364,37,3.01,0.721,9,7.072727273,81,38.75454545,27,10.96363636,0.790909091,0.736363636,0.98,17,2,95,94,14,0.525,0.436,0,0.555
Kansas City Royals,1981,35,29.2,103,38.26213592,34.5631068,3.85,9.242718447,1.640776699,0.281553398,0.59223301,3.699029126,0.970873786,0.514563107,2.922330097,4.067961165,0.267,0.325,0.383,0.707,106,13.22330097,0.815533981,0.165048544,0.27184466,0.339805825,0.330097087,7.349514563,13,28.8,3.93,3.56,0.766990291,0.233009709,8,4,0.233009709,8.952427184,8.825242718,3.932038835,3.54368932,0.72815534,2.650485437,0.349514563,3.922330097,0.194174757,0.038834951,0.126213592,37.65048544,101,3.73,1.282,8.9,0.7,2.7,3.9,1.48,6.854368932,35,3.93,0.716,9,7.281553398,80.59223301,38.24271845,26.86407767,10.67961165,0.699029126,0.912621359,0.982,6,1,98,98,12,0.441,0.388,-0.1,0.485
Los Angeles Dodgers,1981,37,29.3,110,38.08181818,34.1,4.09,8.945454545,1.209090909,0.181818182,0.745454545,3.881818182,0.663636364,0.418181818,3.009090909,5,0.262,0.323,0.374,0.697,101,12.75454545,0.754545455,0.154545455,0.563636364,0.245454545,0.345454545,7.054545455,13,26.2,3.24,3.01,0.763636364,0.236363636,19,15,0.218181818,9.063636364,8.218181818,3.236363636,3.027272727,0.490909091,2.745454545,0.345454545,5.481818182,0.127272727,0.009090909,0.172727273,37.26363636,112,3.05,1.21,8.2,0.5,2.7,5.4,2,6.836363636,37,3.24,0.711,9,6.990909091,81.57272727,39.29090909,27.19090909,11.30909091,0.790909091,0.918181818,0.98,-5,-1,97,96,20,0.432,0.427,0,0.573
Milwaukee Brewers,1981,33,28.8,109,38.09174312,34.33944954,4.52,8.816513761,1.587155963,0.183486239,0.880733945,4.357798165,0.357798165,0.330275229,2.752293578,4.229357798,0.257,0.313,0.391,0.704,107,13.41284404,0.76146789,0.266055046,0.321100917,0.412844037,0.321100917,6.504587156,16,29.1,4.21,3.91,0.899082569,0.100917431,4,1,0.321100917,9.04587156,9.119266055,4.211009174,3.926605505,0.660550459,3.229357798,0.302752294,4.110091743,0.100917431,0.018348624,0.28440367,38.35779817,89,3.75,1.365,9.1,0.7,3.2,4.1,1.27,7.009174312,32,4.21,0.705,9,7.073394495,81.41284404,40.32110092,27.13761468,12.4587156,0.724770642,1.23853211,0.982,3,0,95,94,13,0.567,0.385,-0.1,0.569
Minnesota Twins,1981,38,26.8,110,36.6,33.41818182,3.44,8.036363636,1.336363636,0.327272727,0.427272727,3.263636364,0.309090909,0.245454545,2.5,4.518181818,0.24,0.293,0.338,0.632,78,11.30909091,0.863636364,0.1,0.327272727,0.245454545,0.254545455,6.290909091,14,27.2,4.42,3.98,0.881818182,0.118181818,6,2,0.2,8.901818182,9.281818182,4.418181818,3.936363636,0.718181818,3.418181818,0.481818182,4.545454545,0.154545455,0.127272727,0.172727273,38.45454545,100,3.83,1.426,9.4,0.7,3.5,4.6,1.33,7.318181818,37,4.42,0.693,9,7.045454545,80.15454545,39.11818182,26.71818182,11.52727273,0.872727273,0.936363636,0.978,-19,-3,106,108,9,0.405,0.309,0.1,0.376
Montreal Expos,1981,43,26.9,108,37.66666667,33.25,4.1,8.175925926,1.351851852,0.259259259,0.75,3.768518519,1.277777778,0.37037037,3.407407407,4.611111111,0.246,0.316,0.37,0.686,94,12.2962963,0.685185185,0.148148148,0.583333333,0.277777778,0.509259259,6.685185185,15,28.9,3.65,3.3,0.814814815,0.185185185,12,8,0.212962963,9.027777778,8.351851852,3.648148148,3.305555556,0.537037037,2.481481481,0.194444444,4.814814815,0.166666667,0.018518519,0.259259259,37.11111111,107,3.19,1.2,8.3,0.5,2.5,4.8,1.94,6.37962963,43,3.65,0.715,9,7,81.25,38.23148148,27.08333333,10.39814815,0.75,0.814814815,0.98,29,4,101,100,15,0.6,0.481,-0.1,0.556
New York Mets,1981,38,28.2,105,37.00952381,33.26666667,3.31,8.266666667,1.295238095,0.333333333,0.542857143,3.095238095,0.980952381,0.4,2.895238095,5.742857143,0.248,0.308,0.356,0.665,90,11.85714286,0.742857143,0.123809524,0.39047619,0.323809524,0.333333333,6.914285714,19,27.5,4.11,3.55,0.933333333,0.066666667,3,1,0.228571429,8.82,8.628571429,4.114285714,3.476190476,0.704761905,3.2,0.333333333,4.666666667,0.123809524,0.095238095,0.247619048,37.62857143,99,3.71,1.341,8.8,0.7,3.3,4.8,1.46,7.047619048,38,4.11,0.699,9,6.533333333,79.37142857,39.08571429,26.46666667,11.38095238,1.238095238,0.847619048,0.968,-26,-4,98,100,13,0.538,0.333,0,0.398
New York Yankees,1981,39,30.8,107,37.3271028,32.98130841,3.93,8.308411215,1.38317757,0.205607477,0.934579439,3.76635514,0.439252336,0.280373832,3.654205607,4.056074766,0.252,0.325,0.391,0.717,108,12.90654206,0.925233645,0.065420561,0.373831776,0.252336449,0.280373832,6.897196262,16,30.2,3.21,2.9,0.85046729,0.14953271,13,0,0.280373832,8.859813084,7.728971963,3.205607477,2.85046729,0.598130841,2.682242991,0.158878505,5.663551402,0.093457944,0.046728972,0.23364486,36.18691589,124,3.14,1.175,7.9,0.6,2.7,5.8,2.11,6.401869159,38,3.21,0.721,9,7.009345794,79.73831776,38.06542056,26.57943925,10.81308411,0.672897196,0.934579439,0.982,21,3,98,97,17,0.364,0.299,0,0.551
Oakland Athletics,1981,41,27.8,109,37.73394495,33.73394495,4.2,8.348623853,1.091743119,0.23853211,0.95412844,3.944954128,0.899082569,0.431192661,3.137614679,5.935779817,0.247,0.312,0.379,0.691,104,12.77981651,0.688073394,0.146788991,0.422018349,0.293577982,0.23853211,6.403669725,14,26.6,3.7,3.3,0.449541284,0.550458716,11,11,0.091743119,9.110091743,8.100917431,3.697247706,3.339449541,0.733944954,3.394495413,0.155963303,4.633027523,0.256880734,0.100917431,0.275229358,38.22018349,105,3.83,1.262,8,0.7,3.4,4.6,1.36,7.19266055,39,3.7,0.732,9,7.431192661,81.99082569,37.98165138,27.33027523,9.908256881,0.743119266,0.678899083,0.98,57,8,94,94,7,0.656,0.413,-0.1,0.587
Philadelphia Phillies,1981,36,31.3,107,38.71962617,34.25233645,4.59,9.364485981,1.542056075,0.23364486,0.644859813,4.23364486,0.962616822,0.429906542,3.476635514,4.037383178,0.273,0.341,0.389,0.73,103,13.30841121,0.738317757,0.214953271,0.411214953,0.345794393,0.392523364,7.411214953,14,30.3,4.41,4.05,0.822429907,0.177570093,5,1,0.214953271,8.972897196,9.037383178,4.411214953,4.037383178,0.672897196,3.242990654,0.420560748,5.420560748,0.130841121,0.14953271,0.299065421,38.18691589,90,3.49,1.368,9.1,0.7,3.3,5.4,1.67,6.85046729,36,4.41,0.692,9,6.214953271,80.77570093,39.73831776,26.92523364,12.00934579,0.803738318,0.841121495,0.98,-31,-4,105,104,16,0.455,0.495,-0.1,0.551
Pittsburgh Pirates,1981,37,29.1,103,38.46601942,34.7184466,3.95,8.932038835,1.708737864,0.291262136,0.533980583,3.72815534,1.184466019,0.504854369,2.699029126,4.796116505,0.257,0.311,0.369,0.68,90,12.82524272,0.582524272,0.145631068,0.524271845,0.349514563,0.359223301,6.961165049,16,29.9,4.13,3.56,0.893203883,0.106796117,5,4,0.281553398,9.145631068,9.252427184,4.126213592,3.621359223,0.582524272,3.359223301,0.495145631,4.776699029,0.145631068,0.106796117,0.310679612,39.11650485,103,3.53,1.379,9.1,0.6,3.3,4.7,1.42,7.553398058,36,4.13,0.696,9,6.67961165,82.31067961,39.6407767,27.4368932,11.36893204,0.834951456,1.029126214,0.979,-27,-4,104,104,17,0.487,0.369,-0.1,0.451
San Diego Padres,1981,34,25.8,110,38.04545455,34.15454545,3.47,8.754545455,1.545454545,0.318181818,0.290909091,3.181818182,0.754545455,0.563636364,2.827272727,4.772727273,0.256,0.313,0.346,0.659,92,11.80909091,0.790909091,0.127272727,0.654545455,0.272727273,0.354545455,6.990909091,14,27.6,4.14,3.72,0.918181818,0.081818182,6,3,0.209090909,9.109090909,9.209090909,4.136363636,3.763636364,0.581818182,3.763636364,0.536363636,4.472727273,0.154545455,0.172727273,0.272727273,39.06363636,89,3.74,1.424,9.1,0.6,3.7,4.4,1.19,7.6,33,4.14,0.695,9,6.818181818,81.98181818,40.75454545,27.32727273,12.5,0.927272727,1.063636364,0.977,-22,-3,94,94,5,0.286,0.345,0.1,0.373
Seattle Mariners,1981,38,28.6,110,38.19090909,34.36363636,3.87,8.636363636,1.345454545,0.118181818,0.809090909,3.690909091,0.909090909,0.454545455,2.990909091,5.027272727,0.251,0.314,0.368,0.682,93,12.64545455,0.636363636,0.245454545,0.372727273,0.218181818,0.218181818,6.9,15,26.8,4.74,4.23,0.909090909,0.090909091,5,2,0.209090909,9.064545455,9.445454545,4.736363636,4.263636364,0.690909091,3.272727273,0.236363636,4.345454545,0.145454545,0.063636364,0.363636364,38.85454545,92,3.76,1.403,9.4,0.7,3.2,4.3,1.33,6.918181818,37,4.74,0.695,9,6.2,81.59090909,39.70909091,27.2,11.68181818,0.827272727,1.109090909,0.979,-16,-2,104,106,7,0.593,0.345,0,0.404
